,results__bestsellers_date,results__published_date,results__display_name,results__normal_list_ends_at,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
54311,11/6/2021,11/21/2021,,,6.0,63090023,9.78006E+12,An oral history of “The Sopranos” by two of its stars who host the podcast “Talking Sopranos.”,WOKE UP THIS MORNING,Michael Imperioli and Steve Schirripa with Philip Lerman
54323,11/6/2021,11/21/2021,,,8.0,1501194801,9.7815E+12,The aide and advisor to Hillary Clinton shares details from her time in public service as well as personal setbacks.,BOTH/AND,Huma Abedin
54335,11/6/2021,11/21/2021,,,10.0,62894471,9.78006E+12,Reflections on the identity and purpose of Christianity completed posthumously.,WHOLEHEARTED FAITH,Rachel Held Evans with Jeff Chu
54415,1/11/2014,1/26/2014,,,7.0,158542935X,9.78159E+12,Understanding the adolescent mind.,BRAINSTORM,Daniel J Siegel
54470,1/11/2014,1/26/2014,,,15.0,,9.78081E+12,A memoir of growing up in a family that immigrated from Leningrad to Queens.,LITTLE FAILURE,Gary Shteyngart
54593,9/12/2020,9/27/2020,,,14.0,152475921X,9.78152E+12,A memoir by the chef and founder of Momofuku and the star of the Netflix series “Ugly Delicious.”,EAT A PEACH,David Chang and Gabe Ulla
54599,9/12/2020,9/27/2020,,,15.0,1984854666,9.78198E+12,The New York Times Washington correspondent details actions by officials who attempted to contain the president.,DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt
54754,2/10/2018,2/25/2018,,,4.0,1594204586,9.78159E+12,How the United States failed to understand a secret wing of a Pakistani intelligence agency and doomed two wars.,DIRECTORATE S,Steve Coll
54760,2/10/2018,2/25/2018,,,5.0,1538745097,9.78154E+12,"Two true-crime stories: ""Murder Beyond the Grave"" and ""Murder in Paradise.""",MURDER BEYOND THE GRAVE,James Patterson
54915,10/17/2020,11/1/2020,,,15.0,1452189749,9.7818E+12,A second illustrated collection of poems chronicling and satirizing current events.,TRUMPTY DUMPTY WANTED A CROWN,John Lithgow
54993,3/4/2017,3/19/2017,,,11.0,None,9.7807E+12,"The movie tie-in edition of ""A Long Way Home,"" published in 2014, the story of how the author was lost on a train in India at age 5, adopted by an Australian couple and eventually found his birth family.",LION,Saroo Brierley
55122,1/17/2015,2/1/2015,,,15.0,307587843,9.78031E+12,"The scion of a wealthy Texas family,claiming to be a Christian patriarch, moves to a remote Alaska town.",PILGRIM'S WILDERNESS,Tom Kizzia
55351,3/12/2016,3/27/2016,,,15.0,None,9.78191E+12,A memoir of surviving the Holocaust as a boy.,A DETAIL OF HISTORY,Arek Hersh
55369,3/12/2016,3/27/2016,,,18.0,1101973129,9.7811E+12,"A darkly comic account of an American journalist's years in Afghanistan and Pakistan. The basis of the movie ""Whiskey Tango Foxtrot.""",THE TALIBAN SHUFFLE,Kim Barker
55423,11/13/2021,11/28/2021,,,7.0,1250817862,9.78125E+12,"The model and actress explores the subjects of feminism, sexuality and power.",MY BODY,Emily Ratajkowski
55459,11/13/2021,11/28/2021,,,13.0,1982165197,9.78198E+12,"The six-time N.B.A. champion, two-time Olympic gold medalist and Hall of Famer details his life on and off the court.",UNGUARDED,Scottie Pippen with Michael Arkush
55525,9/5/2020,9/20/2020,,,9.0,039308065X,9.78039E+12,The third book in the Pacific War trilogy describes the last year of World War II in the Pacific.,TWILIGHT OF THE GODS,Ian W Toll
55543,9/5/2020,9/20/2020,,,12.0,1982134100,9.78198E+12,The history of the New England Patriots from N.F.L. laughingstock to making 10 trips to the Super Bowl.,THE DYNASTY,Jeff Benedict
55549,9/5/2020,9/20/2020,,,13.0,1982138122,9.78198E+12,"The educator and advocate describes growing up gay in a small Midwestern town and meeting his husband, Pete.",I HAVE SOMETHING TO TELL YOU,Chasten Buttigieg
55780,6/8/2013,6/23/2013,Combined Print & E-Book Nonfiction,15.0,1.0,1402271735,9.7814E+12,Her beagle’s life-threatening illness prepared the author to face her own.,THE DOG LIVED (AND SO WILL I),Teresa J Rhyne
55862,6/8/2013,6/23/2013,,,14.0,None,9.7811E+12,An improbable Martha Stewart-inspired quest for self-improvement.,THE TAO OF MARTHA,Jen Lancaster
55868,6/8/2013,6/23/2013,,,15.0,,9.78145E+12,"Barack Obama’s political battles, from the 2010 midterms through the 2013 inauguration.",THE CENTER HOLDS,Jonathan Alter
55978,2/21/2015,3/8/2015,,,10.0,307952959,9.78031E+12,"A biography of the first Alexandre Dumas, a mixed-race general of the French Revolution.",THE BLACK COUNT,Tom Reiss
56011,2/21/2015,3/8/2015,,,15.0,62039881,9.78006E+12,The first volume of a multigenerational history.,"THE KENNEDY MEN, 1901-1963",Laurence Leamer
56125,1/28/2012,2/12/2012,,,11.0,1455512176,9.78146E+12,The company’s practices and leadership strategies.,INSIDE APPLE,Adam Lashinsky
56161,1/28/2012,2/12/2012,,,17.0,046502954X,9.78047E+12,President Carter’s national security adviser offers advice on how American foreign policy should respond to the shift in gravity from West to East.,STRATEGIC VISION,Zbigniew Brzezinski
56173,1/28/2012,2/12/2012,,,19.0,62106414,9.78006E+12,The governor of Arizona describes her fight to defend the border.,SCORPIONS FOR BREAKFAST,Jan Brewer
56247,3/7/2015,3/22/2015,,,9.0,1555848095,9.78156E+12,A chronicle of a congressman’s efforts in the 1980s to steer billions to the anti-Soviet side in Afghanistan.,CHARLIE WILSON'S WAR,George Crile
56275,3/7/2015,3/22/2015,,,13.0,393244814,9.78039E+12,A security expert offers tips for protecting your privacy and proposes an alternative to mass surveillance by government and corporations.,DATA AND GOLIATH,Bruce Schneier
56287,3/7/2015,3/22/2015,,,15.0,,A00B007MNAROM,A memoir of paternal abandonment and a daughter’s duty.,THE MAN WHO LEFT,Theresa Weir
56293,3/7/2015,3/22/2015,,,16.0,None,9.78006E+12,A memoir of a widow’s move from Manhattan to a backwoods cabin in Vermont.,OUT OF THE WOODS,Lynn Darling
56387,3/10/2012,3/25/2012,,,9.0,1451683472,9.78145E+12,"Free will is an illusion, Harris says, and knowing that it is should change the way we think about life’s important questions.",FREE WILL,Sam Harris
56430,3/10/2012,3/25/2012,,,16.0,670023345,9.78067E+12,A history of the Book of Revelation explores its original context and its meaning.,REVELATIONS,Elaine Pagels
56570,8/20/2011,9/4/2011,,,17.0,1451610386,9.78145E+12,The louder half of the magic duo Penn & Teller offers a wisecracking atheist’s view of the world.,"GOD, NO!",Penn Jillette
56683,7/15/2017,7/30/2017,,,15.0,1623367913,9.78162E+12,"Part memoir, part celebration of science and problem-solving.",EVERYTHING ALL AT ONCE,Bill Nye
56827,4/14/2018,4/29/2018,,,7.0,1455535915,9.78146E+12,"A look at aging, the ways people try to control the inevitable and strategies for accepting mortality.",NATURAL CAUSES,Barbara Ehrenreich
56979,4/17/2021,5/2/2021,Combined Print & E-Book Nonfiction,15.0,1.0,1250238447,9.78125E+12,"The former speaker of the House reflects on his time in Washington, key political figures and the current state of the Republican Party.",ON THE HOUSE,John Boehner
56997,4/17/2021,5/2/2021,,,4.0,593237242,9.78059E+12,The six-time Grammy Award-winning singer and songwriter recounts difficulties during her formative years and her hard-won successes.,BROKEN HORSES,Brandi Carlile
57021,4/17/2021,5/2/2021,,,8.0,1250077036,9.78125E+12,The humorist maps out her mental and physical health journey.,BROKEN,Jenny Lawson
57033,4/17/2021,5/2/2021,,,10.0,1982151110,9.78198E+12,"The lawyer and artist, who is the son of the current president, details tragedies within his family and his path to sobriety.",BEAUTIFUL THINGS,Hunter Biden
57051,4/17/2021,5/2/2021,,,13.0,385542747,9.78039E+12,The theoretical physicist explains the controversy around the synthesis of the theory of relativity and quantum theory.,THE GOD EQUATION,Michio Kaku
57111,8/27/2016,9/11/2016,,,7.0,1501155784,9.7815E+12,A biography by two Washington Post editors based on the work of more than 20 of the paper’s reporters and fact-checkers.,TRUMP REVEALED,Michael Kranish and Marc Fisher
57135,8/27/2016,9/11/2016,,,11.0,62469762,9.78006E+12,The songwriter recounts her relationships with Elvis Presley and Bruce Jenner.,A LITTLE THING CALLED LIFE,Linda Thompson
57167,8/27/2016,9/11/2016,,,16.0,None,9.78074E+12,The political commentator argues that conservatives (as well as moderates and even Democrats) should vote for Donald Trump.,IN TRUMP WE TRUST,Ann Coulter
57239,4/24/2021,5/9/2021,,,8.0,1250247136,9.78125E+12,A depiction of the frontiersman Daniel Boone.,BLOOD AND TREASURE,Bob Drury and Tom Clavin
57263,4/24/2021,5/9/2021,,,12.0,1538750694,9.78154E+12,"Based on numerous interviews, the USA Today Washington bureau chief profiles the current speaker of the House, Nancy Pelosi.",MADAM SPEAKER,Susan Page
57281,4/24/2021,5/9/2021,,,15.0,62880853,9.78006E+12,"A collection of personal essays on anxiety, loneliness and productivity.","GOODBYE, AGAIN",Jonny Sun
57356,5/30/2020,6/14/2020,,,12.0,1250621569,9.78125E+12,The musician and author retraces his time growing up in an experimental commune and the difficulties he encountered after escaping it.,HOLLYWOOD PARK,Mikel Jollett
57663,2/22/2020,3/8/2020,,,5.0,1538733552,9.78154E+12,A former senior advisor to President Obama offers suggestions for Democrats.,UN-TRUMPING AMERICA,Dan Pfeiffer
57730,2/22/2020,3/8/2020,,,15.0,735224102,9.78074E+12,A newly researched biography of George Washington.,YOU NEVER FORGET YOUR FIRST,Alexis Coe
57848,10/11/2014,10/26/2014,,,17.0,1451628501,9.78145E+12,The punk pioneer's autobiography.,DANCING WITH MYSELF,Billy Idol
58029,9/25/2021,10/10/2021,,,4.0,306874350,9.78031E+12,"The actress details the moments from her life and career that shaped the creation of her character Elvira, Mistress of the Dark.","YOURS CRUELLY, ELVIRA",Cassandra Peterson
58041,9/25/2021,10/10/2021,,,6.0,006308001X,9.78006E+12,The former F.D.A. commissioner assesses America’s Covid-19 response and prescribes ways to prepare for other pandemics.,UNCONTROLLED SPREAD,Scott Gottlieb
58071,9/25/2021,10/10/2021,,,11.0,525658815,9.78053E+12,The Pulitzer Prize-winning author recounts the impact an ill-behaved stray dog had on him during an uncertain time.,THE SPECKLED BEAUTY,Rick Bragg
58239,4/13/2019,4/28/2019,,,9.0,1250112095,9.78125E+12,A behind-the-scenes look at the daytime talk show “The View.”,LADIES WHO PUNCH,Ramin Setoodeh
58245,4/13/2019,4/28/2019,,,10.0,525656340,9.78053E+12,The Pulitzer Prize-winning biographer shares insights into his craft.,WORKING,Robert A Caro
58263,4/13/2019,4/28/2019,,,13.0,525574743,9.78053E+12,A look at congressional gridlock and the first two years of Trump's presidency.,THE HILL TO DIE ON,Jake Sherman and Anna Palmer
58269,4/13/2019,4/28/2019,,,14.0,399590013,9.7804E+12,Issues created by mass incarceration and our criminal justice system are explored through the cases of two young people.,CHARGED,Emily Bazelon
58341,8/25/2012,9/9/2012,,,9.0,679645098,9.78068E+12,"A reporter chronicles the president’s re-election battle; the third edition of Politico’s “Playbook 2012,” four digital books on the 2012 election.",OBAMA'S LAST STAND,Glenn Thrush
58347,8/25/2012,9/9/2012,,,10.0,1455522740,9.78146E+12,"A Citadel professor claims that public unions, already a threat to elections and the American way of life, are targeting millions of Americans for forced unionization.",SHADOWBOSSES,Mallory Factor
58374,8/25/2012,9/9/2012,,,14.0,1936488574,9.78194E+12,The authors reveal President Obama’s “radical blueprint” for a “progressive socialist takeover” if he is re-elected.,FOOL ME TWICE,Aaron Klein and Brenda J Elliott
58484,5/25/2019,6/9/2019,,,12.0,1335016449,9.78134E+12,The 1915 courtroom fight between William Barnes and the former president who had accused him of political corruption.,THEODORE ROOSEVELT FOR THE DEFENSE,Dan Abrams and David Fisher
58561,9/26/2020,10/11/2020,,,9.0,1546059733,9.78155E+12,The Fox News host asks how anyone could vote against President Trump in the 2020 election.,DON'T LIE TO ME AND STOP TRYING TO STEAL OUR FREEDOM,Jeanine Pirro
58579,9/26/2020,10/11/2020,,,12.0,62899465,9.78006E+12,The former national security adviser gives his assessment of America’s standing in the world and challenges to national and international security.,BATTLEGROUNDS,HR McMaster
58597,9/26/2020,10/11/2020,,,15.0,525512330,9.78053E+12,The hosts of the late-night show “Desus & Mero” and the “Bodega Boys” podcast impart wisdom they learned living in the Bronx.,GOD-LEVEL KNOWLEDGE DARTS,Desus Nice and the Kid Mero
58679,6/11/2016,6/26/2016,,,13.0,,9.7807E+12,The long-term trends and technological developments that will shape the next 30 years.,THE INEVITABLE,Kevin Kelly
58897,5/26/2012,6/10/2012,,,11.0,1250008352,9.78125E+12,"An investment broker and frequent Fox News guest argues that America can avoid disaster by declaring bankruptcy, restructuring its debt and drastically cutting spending.",THE REAL CRASH,Peter D Schiff
59083,5/12/2012,5/27/2012,,,6.0,62196693,9.78006E+12,How foreign countries take our jobs and misuse our aid.,SCREWED!,Dick Morris and Eileen McGann
59301,6/1/2013,6/16/2013,,,18.0,1618030949,9.78162E+12,Thorson describes his longtime relationship with Liberace; the basis of the film starring Michael Douglas and Matt Damon.,BEHIND THE CANDELABRA,Scott Thorson with Alex Thorleifson
59408,6/29/2013,7/14/2013,,,14.0,316089087,9.78032E+12,Stories of human interest and history connected with the elements of the periodic table. First published in 2010.,THE DISAPPEARING SPOON,Sam Kean
59594,9/21/2013,10/6/2013,,,8.0,031623480X,9.78032E+12,"The deleterious effect of carbohydrates on the brain, and how to reverse it.",GRAIN BRAIN,David Perlmutter with Kristin Loberg
59600,9/21/2013,10/6/2013,,,9.0,1451668724,9.78145E+12,The singer looks back on her life and career.,SIMPLE DREAMS,Linda Ronstadt
59624,9/21/2013,10/6/2013,,,13.0,385536623,9.78039E+12,The corruption and abuse behind big-time N.C.A.A. college football.,SYSTEM,Jeff Benedict and Armen Keteyian
59745,9/15/2018,9/30/2018,,,12.0,525536132,9.78053E+12,The former independent counsel recounts his investigation of the Clinton administration and its outcomes.,CONTEMPT,Ken Starr
59854,11/3/2018,11/18/2018,,,14.0,1538713292,9.78154E+12,A collection of anecdotes and reflections from the co-creator of “Broad City.”,I MIGHT REGRET THIS,Abbi Jacobson
59950,8/22/2015,9/6/2015,,,14.0,307423557,9.78031E+12,"The funnier half of Martin and Lewis remembers his time with the man he calls ""my partner""; first published in 2005.",DEAN & ME (A LOVE STORY),Jerry Lewis and James Kaplan
59962,8/22/2015,9/6/2015,,,16.0,307407675,9.78031E+12,"In 1960, at age 12, Dully was subjected to a transorbital lobotomy to cure his supposed psychological problems.",MY LOBOTOMY,Howard Dully and Charles Fleming
60036,10/14/2017,10/29/2017,,,7.0,62322583,9.78006E+12,An overview of the causes of infidelity and potential positive outcomes.,THE STATE OF AFFAIRS,Esther Perel
60060,10/14/2017,10/29/2017,,,11.0,1250150647,9.78125E+12,The conservative radio host gives historical perspective to President Donald J. Trump's agenda.,BILLIONAIRE AT THE BARRICADES,Laura Ingraham
60072,10/14/2017,10/29/2017,,,13.0,399180028,9.7804E+12,A look at the failures of both major political parties and a call for bipartisan efforts to solve current problems.,BEYOND THE MESSY TRUTH,Van Jones
60162,1/12/2013,1/27/2013,,,12.0,399161643,9.7804E+12,"The actor and the Zen master, longtime friends, examine the wisdom of Bridges’s character the Dude from the 1998 cult classic “The Big Lebowski.”",THE DUDE AND THE ZEN MASTER,Jeff Bridges and Bernie Glassman
60279,9/14/2019,9/29/2019,,,10.0,039365270X,9.78039E+12,A funeral director answers 35 questions from children about death.,WILL MY CAT EAT MY EYEBALLS?,Caitlin Doughty
60303,9/14/2019,9/29/2019,,,14.0,1621579719,9.78162E+12,The conservative syndicated columnist blames liberals and Silicon Valley for what she calls an immigration crisis.,OPEN BORDERS INC.,Michelle Malkin
60309,9/14/2019,9/29/2019,,,15.0,1524743011,9.78152E+12,The theoretical physicist puts forward the theory that there is more than one of us in the universe.,SOMETHING DEEPLY HIDDEN,Sean Carroll
60315,4/14/2012,4/29/2012,Combined Print & E-Book Nonfiction,15.0,1.0,1453246479,9.78145E+12,This reissue of Lord’s classic 1955 you-are-there account of the Titanic’s sinking includes an introduction by Nathaniel Philbrick.,A NIGHT TO REMEMBER,Walter Lord
60562,8/29/2015,9/13/2015,,,17.0,767929233,9.78077E+12,A veterinary surgeon describes recent advances in animal medicine and the controversies that come with them.,TELL ME WHERE IT HURTS,Nick Trout
60568,8/29/2015,9/13/2015,,,18.0,1588369285,9.78159E+12,A biography of Twain in his vibrant last years of life.,MARK TWAIN: MAN IN WHITE,Michael Shelden
60581,8/29/2015,9/13/2015,,,20.0,158333467X,9.78158E+12,"A science writer argues that conditions like autism are natural human variations with some adaptive elements, and surveys the history of autism and the current spike in diagnoses.",NEUROTRIBES,Steve Silberman
